"","Denmark","France","Germany","Japan","Netherlands","Russia","Spain","Thailand","UK","USA","Zimbabwe"
"23424",0.436,0.144,0.496,0.508,0.332,0.6,0.278,0.28,0.276,0.484,0.527
"23425",0.283,0.026,0.353,0.483,0.149,0.53,0.137,0.192,0.1,0.388,0.462
"23431",0.638,0.325,0.613,0.579,0.614,0.696,0.459,0.381,0.492,0.639,0.622
"23432",0.584,0.253,0.613,0.529,0.516,0.663,0.409,0.356,0.436,0.574,0.585
"23433",0.57,0.235,0.613,0.516,0.49,0.655,0.397,0.349,0.421,0.558,0.576
"23434",0.423,0.121,0.474,0.492,0.315,0.587,0.26,0.265,0.251,0.467,0.513
"23435",0.271,0.004,0.331,0.467,0.132,0.517,0.119,0.178,0.075,0.373,0.449
"23441",0.504,0.217,0.445,0.534,0.455,0.572,0.312,0.289,0.315,0.528,0.528
"23442",0.451,0.145,0.445,0.484,0.356,0.539,0.263,0.264,0.258,0.471,0.491
"23443",0.436,0.127,0.445,0.471,0.331,0.531,0.25,0.257,0.244,0.456,0.482
"23444",0.29,0.036,0.349,0.447,0.186,0.463,0.152,0.192,0.109,0.381,0.42
"23445",0.137,-0.057,0.25,0.422,0.035,0.393,0.05,0.123,-0.03,0.303,0.355
"23451",0.304,0.055,0.193,0.465,0.214,0.385,0.091,0.151,0.048,0.362,0.387
"23452",0.25,-0.017,0.193,0.415,0.116,0.352,0.042,0.126,-0.008,0.315,0.35
"23453",0.236,-0.035,0.193,0.402,0.09,0.344,0.029,0.119,-0.023,0.303,0.341
"23454",0.089,-0.091,0.161,0.378,-0.009,0.276,-0.011,0.081,-0.104,0.251,0.278
"23455",-0.063,-0.149,0.128,0.353,-0.111,0.206,-0.053,0.041,-0.188,0.197,0.214
"23511",0.635,0.297,0.508,0.599,0.526,0.649,0.269,0.32,0.395,0.576,0.627
"23512",0.581,0.226,0.508,0.549,0.428,0.616,0.22,0.295,0.339,0.54,0.59
"23513",0.567,0.207,0.508,0.536,0.402,0.608,0.207,0.288,0.324,0.531,0.581
"23514",0.421,0.152,0.476,0.512,0.304,0.54,0.167,0.25,0.243,0.468,0.519
"23515",0.268,0.093,0.443,0.487,0.201,0.47,0.125,0.21,0.159,0.402,0.454
"23521",0.586,0.208,0.418,0.535,0.458,0.596,0.198,0.263,0.297,0.527,0.573
"23522",0.532,0.136,0.418,0.485,0.359,0.563,0.148,0.237,0.24,0.477,0.537
"23523",0.518,0.118,0.418,0.472,0.334,0.555,0.136,0.231,0.226,0.464,0.527
"23524",0.371,0.062,0.386,0.448,0.235,0.487,0.095,0.193,0.145,0.409,0.465
"23525",0.219,0.004,0.353,0.423,0.133,0.417,0.054,0.153,0.061,0.352,0.4
"23531",0.573,0.185,0.396,0.519,0.44,0.583,0.18,0.248,0.272,0.515,0.56
"23532",0.519,0.114,0.396,0.469,0.342,0.55,0.131,0.223,0.216,0.462,0.523
"23533",0.505,0.095,0.396,0.456,0.316,0.542,0.118,0.216,0.201,0.448,0.514
"23534",0.359,0.04,0.364,0.432,0.218,0.474,0.078,0.178,0.12,0.395,0.452
"23535",0.206,-0.019,0.331,0.407,0.115,0.404,0.036,0.138,0.036,0.34,0.387
"23541",0.44,0.124,0.315,0.474,0.343,0.459,0.111,0.194,0.167,0.435,0.466
"23542",0.386,0.053,0.315,0.424,0.245,0.426,0.062,0.168,0.111,0.389,0.43
"23543",0.372,0.034,0.315,0.411,0.219,0.418,0.049,0.162,0.096,0.377,0.42
"23544",0.225,-0.022,0.283,0.387,0.121,0.35,0.009,0.123,0.015,0.325,0.358
"23545",0.073,-0.08,0.25,0.362,0.018,0.28,-0.033,0.084,-0.069,0.272,0.293
"23551",0.239,0.032,0.193,0.405,0.197,0.272,0.008,0.111,0.009,0.315,0.325
"23552",0.185,-0.039,0.193,0.355,0.099,0.239,-0.041,0.086,-0.047,0.279,0.288
"23553",0.171,-0.058,0.193,0.342,0.073,0.231,-0.054,0.079,-0.062,0.27,0.279
"23554",0.025,-0.113,0.161,0.318,-0.025,0.163,-0.094,0.041,-0.143,0.221,0.217
"23555",-0.128,-0.172,0.128,0.293,-0.128,0.093,-0.136,0.001,-0.227,0.17,0.152
"24111",0.748,0.59,0.731,0.721,0.744,0.849,0.642,0.514,0.666,0.741,0.728
"24112",0.694,0.519,0.731,0.671,0.645,0.816,0.592,0.489,0.61,0.709,0.692
"24113",0.68,0.5,0.731,0.658,0.62,0.808,0.58,0.482,0.595,0.701,0.682
"24114",0.533,0.38,0.579,0.634,0.434,0.74,0.431,0.392,0.414,0.584,0.62
"24115",0.381,0.255,0.421,0.609,0.241,0.67,0.277,0.299,0.227,0.463,0.555
"24121",0.698,0.501,0.641,0.657,0.675,0.796,0.57,0.457,0.568,0.695,0.675
"24122",0.644,0.429,0.641,0.607,0.576,0.763,0.521,0.431,0.511,0.65,0.638
"24123",0.63,0.411,0.641,0.594,0.551,0.755,0.508,0.425,0.497,0.638,0.629
"24124",0.484,0.29,0.489,0.57,0.365,0.687,0.36,0.335,0.316,0.53,0.566
"24125",0.331,0.165,0.332,0.545,0.173,0.617,0.206,0.241,0.128,0.418,0.502
"24131",0.686,0.478,0.619,0.641,0.658,0.783,0.553,0.442,0.543,0.684,0.661
"24132",0.632,0.407,0.619,0.591,0.559,0.75,0.503,0.417,0.487,0.636,0.625
"24133",0.618,0.388,0.619,0.578,0.534,0.742,0.491,0.41,0.472,0.623,0.615
"24134",0.471,0.268,0.467,0.554,0.348,0.674,0.342,0.32,0.291,0.517,0.553
"24135",0.319,0.143,0.309,0.529,0.155,0.604,0.188,0.227,0.104,0.407,0.488
"24141",0.553,0.365,0.44,0.595,0.49,0.659,0.396,0.346,0.357,0.561,0.567
"24142",0.499,0.293,0.44,0.545,0.391,0.626,0.347,0.32,0.3,0.519,0.531
"24143",0.485,0.275,0.44,0.532,0.366,0.618,0.334,0.314,0.286,0.508,0.521
"24144",0.338,0.18,0.336,0.508,0.215,0.55,0.229,0.244,0.145,0.42,0.459
"24145",0.186,0.082,0.228,0.483,0.058,0.48,0.12,0.172,-0.002,0.328,0.394
"24151",0.352,0.194,0.171,0.527,0.237,0.472,0.16,0.2,0.077,0.376,0.426
"24152",0.298,0.122,0.171,0.477,0.139,0.439,0.111,0.175,0.02,0.344,0.39
"24153",0.284,0.104,0.171,0.464,0.113,0.431,0.098,0.168,0.006,0.336,0.38
"24154",0.137,0.048,0.14,0.44,0.015,0.363,0.058,0.13,-0.076,0.274,0.318
"24155",-0.015,-0.01,0.106,0.415,-0.088,0.293,0.016,0.09,-0.16,0.21,0.253
"24211",0.71,0.465,0.731,0.685,0.718,0.79,0.585,0.467,0.637,0.722,0.694
"24212",0.656,0.394,0.731,0.635,0.619,0.757,0.535,0.442,0.581,0.677,0.657
"24213",0.642,0.375,0.731,0.622,0.594,0.749,0.523,0.435,0.566,0.665,0.648
"24214",0.495,0.255,0.579,0.598,0.408,0.681,0.374,0.345,0.385,0.557,0.585
"24215",0.343,0.13,0.421,0.573,0.216,0.611,0.22,0.252,0.198,0.444,0.521
"24221",0.66,0.376,0.641,0.621,0.649,0.737,0.513,0.409,0.539,0.663,0.64
"24222",0.606,0.304,0.641,0.571,0.551,0.704,0.464,0.384,0.482,0.604,0.604
"24223",0.592,0.286,0.641,0.558,0.525,0.696,0.451,0.377,0.468,0.589,0.594
"24224",0.445,0.165,0.489,0.534,0.339,0.628,0.303,0.287,0.287,0.489,0.532
"24225",0.293,0.04,0.332,0.509,0.147,0.558,0.149,0.194,0.099,0.385,0.467
"24231",0.648,0.353,0.619,0.605,0.632,0.724,0.496,0.395,0.514,0.648,0.627
"24232",0.594,0.282,0.619,0.555,0.533,0.691,0.446,0.37,0.458,0.586,0.59
"24233",0.58,0.263,0.619,0.542,0.508,0.683,0.434,0.363,0.443,0.57,0.581
"24234",0.433,0.143,0.467,0.518,0.322,0.615,0.285,0.273,0.262,0.472,0.518
"24235",0.281,0.018,0.309,0.493,0.13,0.545,0.131,0.18,0.075,0.371,0.454
"24241",0.514,0.24,0.44,0.56,0.464,0.6,0.339,0.298,0.328,0.532,0.533
"24242",0.46,0.168,0.44,0.51,0.366,0.567,0.29,0.273,0.272,0.477,0.496
"24243",0.446,0.15,0.44,0.497,0.34,0.559,0.277,0.266,0.257,0.462,0.487
"24244",0.299,0.055,0.336,0.473,0.189,0.491,0.172,0.197,0.116,0.382,0.425
"24245",0.147,-0.043,0.228,0.448,0.033,0.421,0.063,0.125,-0.03,0.299,0.36
"24251",0.314,0.069,0.171,0.491,0.212,0.413,0.103,0.153,0.048,0.357,0.392
"24252",0.26,-0.003,0.171,0.441,0.113,0.38,0.054,0.127,-0.009,0.312,0.355
"24253",0.246,-0.021,0.171,0.428,0.088,0.372,0.041,0.121,-0.023,0.301,0.346
"24254",0.099,-0.077,0.14,0.404,-0.011,0.304,0.001,0.082,-0.104,0.247,0.283
"24255",-0.054,-0.135,0.106,0.379,-0.113,0.234,-0.041,0.043,-0.188,0.191,0.219
"24311",0.7,0.434,0.731,0.677,0.712,0.776,0.571,0.455,0.63,0.717,0.685
"24312",0.646,0.363,0.731,0.627,0.613,0.743,0.521,0.43,0.574,0.669,0.649
"24313",0.632,0.344,0.731,0.614,0.588,0.735,0.509,0.423,0.559,0.656,0.639
"24314",0.485,0.224,0.579,0.59,0.402,0.667,0.36,0.333,0.378,0.55,0.577
"24315",0.333,0.099,0.421,0.565,0.209,0.597,0.206,0.24,0.191,0.44,0.512
"24321",0.65,0.345,0.641,0.613,0.643,0.723,0.499,0.398,0.532,0.655,0.632
"24322",0.596,0.273,0.641,0.563,0.544,0.69,0.45,0.372,0.475,0.593,0.595
"24323",0.582,0.255,0.641,0.55,0.519,0.682,0.437,0.366,0.461,0.577,0.586
"24324",0.436,0.134,0.489,0.526,0.333,0.614,0.289,0.276,0.28,0.479,0.523
"24325",0.283,0.009,0.332,0.501,0.141,0.544,0.135,0.182,0.092,0.377,0.459
"24331",0.638,0.322,0.619,0.597,0.626,0.71,0.482,0.383,0.507,0.64,0.618
"24332",0.584,0.251,0.619,0.547,0.527,0.677,0.432,0.358,0.451,0.574,0.582
"24333",0.57,0.232,0.619,0.534,0.502,0.669,0.42,0.351,0.436,0.557,0.572
"24334",0.423,0.112,0.467,0.51,0.316,0.601,0.271,0.261,0.255,0.461,0.51
"24335",0.271,-0.013,0.309,0.485,0.123,0.531,0.117,0.168,0.068,0.362,0.445
"24341",0.505,0.209,0.44,0.551,0.458,0.586,0.325,0.287,0.321,0.525,0.524
"24342",0.451,0.137,0.44,0.501,0.359,0.553,0.276,0.261,0.264,0.466,0.488
"24343",0.437,0.119,0.44,0.488,0.334,0.545,0.263,0.255,0.25,0.451,0.478
"24344",0.29,0.024,0.336,0.464,0.183,0.477,0.158,0.185,0.109,0.373,0.416
"24345",0.138,-0.074,0.228,0.439,0.026,0.407,0.049,0.113,-0.038,0.292,0.351
"24351",0.304,0.038,0.171,0.483,0.205,0.399,0.089,0.141,0.041,0.353,0.383
"24352",0.25,-0.034,0.171,0.433,0.107,0.366,0.04,0.116,-0.016,0.305,0.347
"24353",0.236,-0.052,0.171,0.42,0.081,0.358,0.027,0.109,-0.031,0.292,0.337
"24354",0.089,-0.108,0.14,0.396,-0.017,0.29,-0.013,0.071,-0.112,0.24,0.275
"24355",-0.063,-0.166,0.106,0.371,-0.12,0.22,-0.055,0.031,-0.196,0.186,0.21
"24411",0.669,0.38,0.651,0.647,0.645,0.72,0.458,0.401,0.544,0.659,0.655
"24412",0.615,0.309,0.651,0.597,0.547,0.687,0.408,0.376,0.488,0.616,0.618
"24413",0.601,0.29,0.651,0.584,0.521,0.679,0.396,0.369,0.473,0.604,0.609
"24414",0.454,0.191,0.538,0.56,0.364,0.611,0.283,0.296,0.325,0.513,0.547
"24415",0.302,0.088,0.421,0.535,0.201,0.541,0.166,0.221,0.172,0.418,0.482
"24421",0.619,0.291,0.561,0.583,0.576,0.667,0.386,0.344,0.446,0.602,0.601
"24422",0.565,0.219,0.561,0.533,0.478,0.634,0.337,0.318,0.389,0.545,0.565
"24423",0.551,0.201,0.561,0.52,0.452,0.626,0.324,0.312,0.375,0.531,0.555
"24424",0.404,0.101,0.448,0.496,0.295,0.558,0.211,0.239,0.227,0.447,0.493
"24425",0.252,-0.002,0.332,0.471,0.132,0.488,0.094,0.163,0.073,0.361,0.428
"24431",0.607,0.268,0.539,0.567,0.559,0.654,0.369,0.329,0.421,0.588,0.588
"24432",0.553,0.197,0.539,0.517,0.461,0.621,0.319,0.304,0.365,0.528,0.551
"24433",0.539,0.178,0.539,0.504,0.435,0.613,0.307,0.297,0.35,0.512,0.542
"24434",0.392,0.079,0.426,0.48,0.278,0.545,0.194,0.224,0.202,0.431,0.48
"24435",0.24,-0.024,0.309,0.455,0.115,0.475,0.077,0.149,0.049,0.347,0.415
"24441",0.473,0.172,0.392,0.522,0.415,0.53,0.241,0.246,0.262,0.485,0.494
"24442",0.419,0.101,0.392,0.472,0.316,0.497,0.192,0.221,0.205,0.432,0.458
"24443",0.405,0.082,0.392,0.459,0.291,0.489,0.179,0.214,0.191,0.418,0.448
"24444",0.258,0,0.312,0.435,0.157,0.421,0.095,0.155,0.069,0.349,0.386
"24445",0.106,-0.085,0.228,0.41,0.018,0.351,0.008,0.094,-0.057,0.277,0.321
"24451",0.273,0.027,0.171,0.453,0.197,0.343,0.049,0.122,0.022,0.331,0.353
"24452",0.219,-0.044,0.171,0.403,0.099,0.31,-0.001,0.096,-0.035,0.288,0.316
"24453",0.205,-0.063,0.171,0.39,0.073,0.302,-0.014,0.09,-0.05,0.277,0.307
"24454",0.058,-0.119,0.14,0.366,-0.026,0.234,-0.054,0.051,-0.131,0.226,0.245
"24455",-0.095,-0.177,0.106,0.341,-0.128,0.164,-0.096,0.012,-0.215,0.173,0.18
"24511",0.604,0.27,0.486,0.588,0.509,0.607,0.226,0.291,0.369,0.539,0.593
"24512",0.55,0.198,0.486,0.538,0.411,0.574,0.177,0.266,0.312,0.507,0.557
"24513",0.536,0.18,0.486,0.525,0.385,0.566,0.164,0.259,0.298,0.499,0.547
"24514",0.389,0.124,0.455,0.501,0.287,0.498,0.124,0.221,0.217,0.437,0.485
"24515",0.237,0.066,0.421,0.476,0.184,0.428,0.082,0.181,0.133,0.372,0.42
"24521",0.554,0.18,0.397,0.524,0.441,0.554,0.155,0.233,0.27,0.494,0.54
"24522",0.5,0.109,0.397,0.474,0.342,0.521,0.106,0.208,0.214,0.448,0.503
"24523",0.486,0.09,0.397,0.461,0.317,0.513,0.093,0.201,0.199,0.437,0.494
"24524",0.34,0.034,0.365,0.437,0.218,0.445,0.053,0.163,0.118,0.383,0.431
"24525",0.187,-0.024,0.332,0.412,0.116,0.375,0.011,0.123,0.034,0.327,0.367
"24531",0.542,0.158,0.374,0.508,0.423,0.541,0.137,0.219,0.246,0.483,0.526
"24532",0.488,0.086,0.374,0.458,0.325,0.508,0.088,0.194,0.189,0.434,0.49
"24533",0.474,0.068,0.374,0.445,0.299,0.5,0.075,0.187,0.175,0.421,0.48
"24534",0.327,0.012,0.343,0.421,0.201,0.432,0.035,0.149,0.094,0.369,0.418
"24535",0.175,-0.046,0.309,0.396,0.098,0.362,-0.007,0.109,0.01,0.315,0.353
"24541",0.409,0.097,0.293,0.462,0.326,0.417,0.069,0.164,0.14,0.404,0.432
"24542",0.355,0.025,0.293,0.412,0.228,0.384,0.019,0.139,0.084,0.362,0.396
"24543",0.341,0.007,0.293,0.399,0.202,0.376,0.007,0.132,0.069,0.351,0.386
"24544",0.194,-0.049,0.261,0.375,0.104,0.308,-0.034,0.094,-0.012,0.301,0.324
"24545",0.042,-0.107,0.228,0.35,0.001,0.238,-0.075,0.054,-0.096,0.248,0.259
"24551",0.208,0.005,0.171,0.394,0.18,0.23,-0.035,0.082,-0.018,0.286,0.291
"24552",0.154,-0.067,0.171,0.344,0.082,0.197,-0.084,0.057,-0.074,0.254,0.255
"24553",0.14,-0.085,0.171,0.331,0.056,0.189,-0.097,0.05,-0.089,0.245,0.245
"24554",-0.007,-0.141,0.14,0.307,-0.042,0.121,-0.137,0.012,-0.17,0.197,0.183
"24555",-0.159,-0.199,0.106,0.282,-0.145,0.0509999999999999,-0.179,-0.028,-0.254,0.148,0.118
"25111",0.65,0.372,0.421,0.684,0.513,0.72,0.289,0.317,0.379,0.523,0.623
"25112",0.596,0.301,0.421,0.634,0.415,0.687,0.24,0.292,0.323,0.503,0.586
"25113",0.582,0.282,0.421,0.621,0.389,0.679,0.227,0.285,0.308,0.498,0.577
"25114",0.436,0.227,0.389,0.597,0.291,0.611,0.187,0.247,0.227,0.425,0.515
"25115",0.283,0.168,0.356,0.572,0.188,0.541,0.145,0.207,0.143,0.349,0.45
"25121",0.601,0.283,0.331,0.62,0.445,0.667,0.218,0.26,0.281,0.49,0.569
"25122",0.547,0.211,0.331,0.57,0.346,0.634,0.168,0.234,0.224,0.457,0.533
"25123",0.533,0.193,0.331,0.557,0.321,0.626,0.156,0.228,0.21,0.449,0.523
"25124",0.386,0.137,0.299,0.533,0.222,0.558,0.115,0.19,0.129,0.383,0.461
"25125",0.234,0.079,0.266,0.508,0.12,0.488,0.074,0.15,0.045,0.315,0.396
"25131",0.588,0.26,0.309,0.604,0.427,0.654,0.2,0.245,0.256,0.481,0.556
"25132",0.534,0.189,0.309,0.554,0.329,0.621,0.151,0.22,0.2,0.446,0.519
"25133",0.52,0.17,0.309,0.541,0.303,0.613,0.138,0.213,0.185,0.437,0.51
"25134",0.374,0.115,0.277,0.517,0.205,0.545,0.098,0.175,0.104,0.373,0.448
"25135",0.221,0.056,0.244,0.492,0.102,0.475,0.056,0.135,0.02,0.307,0.383
"25141",0.455,0.199,0.228,0.559,0.33,0.53,0.131,0.191,0.151,0.394,0.462
"25142",0.401,0.128,0.228,0.509,0.232,0.497,0.082,0.165,0.095,0.365,0.426
"25143",0.387,0.109,0.228,0.496,0.206,0.489,0.069,0.159,0.08,0.357,0.416
"25144",0.24,0.053,0.196,0.472,0.108,0.421,0.029,0.12,-0.001,0.295,0.354
"25145",0.088,-0.005,0.163,0.447,0.005,0.351,-0.013,0.081,-0.085,0.232,0.289
"25151",0.254,0.107,0.106,0.49,0.184,0.343,0.028,0.108,-0.007,0.262,0.321
"25152",0.2,0.036,0.106,0.44,0.086,0.31,-0.021,0.083,-0.063,0.242,0.284
"25153",0.186,0.017,0.106,0.427,0.06,0.302,-0.034,0.076,-0.078,0.237,0.275
"25154",0.04,-0.038,0.074,0.403,-0.038,0.234,-0.074,0.038,-0.159,0.179,0.213
"25155",-0.113,-0.097,0.041,0.378,-0.141,0.164,-0.116,-0.002,-0.243,0.118,0.148
"25211",0.612,0.247,0.421,0.649,0.488,0.661,0.232,0.27,0.35,0.517,0.588
"25212",0.558,0.176,0.421,0.599,0.389,0.628,0.183,0.245,0.294,0.484,0.552
"25213",0.544,0.157,0.421,0.586,0.364,0.62,0.17,0.238,0.279,0.475,0.542
"25214",0.397,0.101,0.389,0.562,0.265,0.552,0.13,0.2,0.198,0.41,0.48
"25215",0.245,0.043,0.356,0.537,0.163,0.482,0.088,0.16,0.114,0.342,0.415
"25221",0.562,0.158,0.331,0.585,0.419,0.608,0.161,0.212,0.252,0.47,0.535
"25222",0.508,0.086,0.331,0.535,0.32,0.575,0.111,0.187,0.196,0.424,0.498
"25223",0.494,0.068,0.331,0.522,0.295,0.567,0.099,0.18,0.181,0.412,0.489
"25224",0.348,0.012,0.299,0.498,0.196,0.499,0.058,0.142,0.1,0.355,0.426
"25225",0.195,-0.046,0.266,0.473,0.094,0.429,0.017,0.102,0.016,0.296,0.362
"25231",0.55,0.135,0.309,0.569,0.402,0.595,0.143,0.198,0.227,0.459,0.521
"25232",0.496,0.064,0.309,0.519,0.303,0.562,0.094,0.173,0.171,0.409,0.485
"25233",0.482,0.045,0.309,0.506,0.278,0.554,0.081,0.166,0.156,0.397,0.475
"25234",0.335,-0.011,0.277,0.482,0.179,0.486,0.041,0.128,0.075,0.342,0.413
"25235",0.183,-0.069,0.244,0.457,0.077,0.416,-0.001,0.088,-0.009,0.284,0.348
"25241",0.417,0.074,0.228,0.524,0.305,0.471,0.074,0.143,0.122,0.377,0.428
"25242",0.363,0.003,0.228,0.474,0.206,0.438,0.025,0.118,0.066,0.335,0.391
"25243",0.349,-0.016,0.228,0.461,0.181,0.43,0.012,0.111,0.051,0.324,0.382
"25244",0.202,-0.072,0.196,0.436,0.082,0.362,-0.028,0.073,-0.03,0.27,0.319
"25245",0.05,-0.13,0.163,0.412,-0.02,0.292,-0.07,0.033,-0.114,0.215,0.255
"25251",0.216,-0.018,0.106,0.455,0.159,0.284,-0.029,0.061,-0.036,0.255,0.286
"25252",0.162,-0.089,0.106,0.405,0.06,0.251,-0.078,0.036,-0.092,0.223,0.25
"25253",0.148,-0.108,0.106,0.392,0.035,0.243,-0.091,0.029,-0.107,0.214,0.24
"25254",0.001,-0.164,0.074,0.368,-0.064,0.175,-0.131,-0.009,-0.188,0.164,0.178
"25255",-0.151,-0.222,0.041,0.343,-0.166,0.105,-0.173,-0.049,-0.272,0.111,0.113
"25311",0.602,0.216,0.421,0.64,0.481,0.647,0.218,0.258,0.343,0.515,0.58
"25312",0.548,0.145,0.421,0.59,0.383,0.614,0.169,0.233,0.287,0.479,0.543
"25313",0.534,0.126,0.421,0.577,0.357,0.606,0.156,0.226,0.272,0.47,0.534
"25314",0.388,0.071,0.389,0.553,0.259,0.538,0.116,0.188,0.191,0.406,0.472
"25315",0.235,0.012,0.356,0.528,0.156,0.468,0.074,0.148,0.107,0.34,0.407
"25321",0.553,0.127,0.331,0.576,0.413,0.594,0.147,0.201,0.245,0.465,0.526
"25322",0.499,0.055,0.331,0.526,0.314,0.561,0.097,0.175,0.188,0.416,0.49
"25323",0.485,0.037,0.331,0.513,0.289,0.553,0.085,0.169,0.174,0.403,0.48
"25324",0.338,-0.019,0.299,0.489,0.19,0.485,0.044,0.131,0.093,0.348,0.418
"25325",0.186,-0.077,0.266,0.464,0.088,0.415,0.003,0.091,0.009,0.291,0.353
"25331",0.54,0.104,0.309,0.56,0.395,0.581,0.129,0.186,0.22,0.453,0.513
"25332",0.486,0.033,0.309,0.51,0.297,0.548,0.08,0.161,0.164,0.4,0.476
"25333",0.472,0.014,0.309,0.497,0.271,0.54,0.067,0.154,0.149,0.387,0.467
"25334",0.326,-0.041,0.277,0.473,0.173,0.472,0.027,0.116,0.068,0.334,0.405
"25335",0.173,-0.1,0.244,0.448,0.07,0.402,-0.015,0.076,-0.016,0.279,0.34
"25341",0.407,0.043,0.228,0.515,0.298,0.457,0.06,0.132,0.115,0.373,0.419
"25342",0.353,-0.028,0.228,0.465,0.2,0.424,0.011,0.106,0.059,0.328,0.383
"25343",0.339,-0.047,0.228,0.452,0.174,0.416,-0.002,0.1,0.044,0.316,0.373
"25344",0.192,-0.103,0.196,0.428,0.076,0.348,-0.042,0.061,-0.037,0.264,0.311
"25345",0.04,-0.161,0.163,0.403,-0.027,0.278,-0.084,0.022,-0.121,0.211,0.246
"25351",0.206,-0.049,0.106,0.446,0.152,0.27,-0.043,0.049,-0.043,0.253,0.278
"25352",0.152,-0.12,0.106,0.396,0.054,0.237,-0.092,0.024,-0.099,0.218,0.241
"25353",0.138,-0.139,0.106,0.383,0.028,0.229,-0.105,0.017,-0.114,0.209,0.232
"25354",-0.008,-0.194,0.074,0.359,-0.07,0.161,-0.145,-0.021,-0.195,0.16,0.17
"25355",-0.161,-0.253,0.041,0.334,-0.173,0.091,-0.187,-0.061,-0.279,0.109,0.105
"25411",0.571,0.206,0.421,0.611,0.473,0.591,0.177,0.239,0.324,0.486,0.55
"25412",0.517,0.134,0.421,0.561,0.375,0.558,0.128,0.214,0.268,0.455,0.513
"25413",0.503,0.116,0.421,0.548,0.349,0.55,0.115,0.207,0.253,0.447,0.504
"25414",0.356,0.06,0.389,0.524,0.251,0.482,0.075,0.169,0.172,0.385,0.441
"25415",0.204,0.002,0.356,0.499,0.148,0.412,0.033,0.129,0.088,0.32,0.377
"25421",0.521,0.116,0.331,0.547,0.404,0.538,0.106,0.181,0.226,0.441,0.496
"25422",0.467,0.045,0.331,0.497,0.306,0.505,0.057,0.156,0.169,0.397,0.46
"25423",0.453,0.026,0.331,0.484,0.28,0.497,0.044,0.149,0.155,0.386,0.45
"25424",0.307,-0.03,0.299,0.46,0.182,0.429,0.004,0.111,0.074,0.332,0.388
"25425",0.154,-0.088,0.266,0.435,0.079,0.359,-0.038,0.071,-0.01,0.276,0.323
"25431",0.509,0.094,0.309,0.531,0.387,0.525,0.088,0.167,0.201,0.43,0.483
"25432",0.455,0.022,0.309,0.481,0.289,0.492,0.039,0.142,0.145,0.383,0.446
"25433",0.441,0.004,0.309,0.468,0.263,0.484,0.026,0.135,0.13,0.371,0.437
"25434",0.294,-0.052,0.277,0.444,0.165,0.416,-0.014,0.097,0.049,0.319,0.374
"25435",0.142,-0.11,0.244,0.419,0.062,0.346,-0.056,0.057,-0.035,0.265,0.31
"25441",0.375,0.033,0.228,0.486,0.29,0.401,0.019,0.112,0.096,0.352,0.389
"25442",0.322,-0.039,0.228,0.436,0.192,0.368,-0.03,0.087,0.04,0.311,0.352
"25443",0.307,-0.057,0.228,0.423,0.166,0.36,-0.043,0.08,0.025,0.301,0.343
"25444",0.161,-0.113,0.196,0.399,0.068,0.292,-0.083,0.042,-0.056,0.251,0.281
"25445",0.008,-0.171,0.163,0.374,-0.035,0.222,-0.125,0.002,-0.14,0.199,0.216
"25451",0.175,-0.059,0.106,0.417,0.144,0.214,-0.084,0.03,-0.062,0.234,0.248
"25452",0.121,-0.131,0.106,0.367,0.046,0.181,-0.133,0.005,-0.118,0.203,0.211
"25453",0.107,-0.149,0.106,0.354,0.02,0.173,-0.146,-0.002,-0.133,0.195,0.202
"25454",-0.04,-0.205,0.074,0.33,-0.079,0.105,-0.186,-0.04,-0.214,0.148,0.139
"25455",-0.192,-0.263,0.041,0.305,-0.181,0.0349999999999999,-0.228,-0.08,-0.298,0.099,0.075
"25511",0.506,0.183,0.421,0.551,0.456,0.478,0.094,0.199,0.285,0.425,0.488
"25512",0.452,0.112,0.421,0.501,0.358,0.445,0.045,0.174,0.229,0.405,0.451
"25513",0.438,0.093,0.421,0.488,0.332,0.437,0.032,0.167,0.214,0.4,0.442
"25514",0.292,0.038,0.389,0.464,0.234,0.369,-0.008,0.129,0.133,0.341,0.38
"25515",0.139,-0.021,0.356,0.439,0.131,0.299,-0.05,0.089,0.049,0.28,0.315
"25521",0.457,0.094,0.331,0.487,0.388,0.425,0.023,0.142,0.187,0.391,0.434
"25522",0.403,0.022,0.331,0.437,0.289,0.392,-0.027,0.116,0.13,0.359,0.398
"25523",0.389,0.004,0.331,0.424,0.264,0.384,-0.04,0.11,0.116,0.35,0.388
"25524",0.242,-0.052,0.299,0.4,0.165,0.316,-0.08,0.072,0.035,0.299,0.326
"25525",0.09,-0.11,0.266,0.375,0.063,0.246,-0.122,0.032,-0.049,0.247,0.261
"25531",0.444,0.071,0.309,0.471,0.37,0.412,0.005,0.127,0.162,0.383,0.421
"25532",0.39,0,0.309,0.421,0.272,0.379,-0.044,0.102,0.106,0.347,0.384
"25533",0.376,-0.019,0.309,0.408,0.246,0.371,-0.057,0.095,0.091,0.338,0.375
"25534",0.23,-0.074,0.277,0.384,0.148,0.303,-0.097,0.057,0.01,0.289,0.313
"25535",0.077,-0.133,0.244,0.359,0.045,0.233,-0.139,0.017,-0.074,0.238,0.248
"25541",0.311,0.01,0.228,0.426,0.273,0.288,-0.064,0.073,0.057,0.308,0.327
"25542",0.257,-0.061,0.228,0.376,0.175,0.255,-0.113,0.047,0.001,0.278,0.291
